,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),2,4,20220406 - 103011
1,12320,CCS DC 150kW (ultra),0,4,20220406 - 103016
2,12949,CCS DC 150kW (ultra),5,16,20220406 - 103024
3,12950,CCS DC 150kW (ultra),5,8,20220406 - 103010
4,10000034,CCS DC 175kW (ultra),1,2,20220406 - 103016
5,10000034,CHAdeMO DC 75kW (fast),0,1,20220406 - 103016
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220406 - 103016
7,10000035,CCS DC 270kW (ultra),0,6,20220406 - 103023
8,10000035,CHAdeMO DC 62.5kW (fast),1,3,20220406 - 103023
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220406 - 103023
10,10000036,CCS DC 175kW (ultra),2,4,20220406 - 103010
11,10000036,CHAdeMO DC 75kW (fast),2,4,20220406 - 103010
12,10000037,CCS DC 175kW (ultra),0,2,20220406 - 103016
13,10000037,CHAdeMO DC 75kW (fast),0,2,20220406 - 103016
14,10000038,CCS DC 175kW (ultra),2,2,20220406 - 103023
15,10000038,CHAdeMO DC 75kW (fast),2,2,20220406 - 103023
16,10000039,CCS DC 175kW (ultra),3,4,20220406 - 103020
17,10000039,CHAdeMO DC 75kW (fast),3,4,20220406 - 103020
18,10000040,CCS DC 175kW (ultra),3,3,20220406 - 103026
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220406 - 103026
20,10000041,CCS DC 175kW (ultra),4,4,20220406 - 103029
21,10000041,CHAdeMO DC 75kW (fast),4,4,20220406 - 103029
22,10000042,CCS DC 175kW (ultra),2,3,20220406 - 103011
23,10000042,CHAdeMO DC 75kW (fast),2,3,20220406 - 103011
24,10000043,CCS DC 175kW (ultra),4,4,20220406 - 103016
25,10000043,CHAdeMO DC 75kW (fast),4,4,20220406 - 103016
26,10000044,CCS DC 175kW (ultra),3,4,20220406 - 103022
27,10000044,CHAdeMO DC 75kW (fast),3,4,20220406 - 103022
28,10000045,CCS DC 150kW (ultra),0,2,20220406 - 103011
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220406 - 103011
30,10000047,CCS DC 175kW (ultra),3,4,20220406 - 103018
31,10000047,CHAdeMO DC 75kW (fast),3,4,20220406 - 103018
32,10000049,CCS DC 175kW (ultra),4,4,20220406 - 103026
33,10000049,CHAdeMO DC 75kW (fast),4,4,20220406 - 103026
34,10000086,CCS DC 175kW (ultra),4,4,20220406 - 103017
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220406 - 103017
36,10000086,CCS DC 175kW (ultra),4,4,20220406 - 103017
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220406 - 103017
38,10000257,CCS DC 175kW (ultra),1,1,20220406 - 103025
39,10000257,CHAdeMO DC 75kW (fast),1,1,20220406 - 103025
