,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),1,4,20220414 - 164012
1,12320,CCS DC 150kW (ultra),4,4,20220414 - 164017
2,12949,CCS DC 150kW (ultra),10,16,20220414 - 164022
3,12950,CCS DC 150kW (ultra),2,8,20220414 - 164014
4,10000034,CCS DC 175kW (ultra),2,2,20220414 - 164022
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220414 - 164022
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220414 - 164022
7,10000035,CCS DC 270kW (ultra),2,6,20220414 - 164029
8,10000035,CHAdeMO DC 62.5kW (fast),1,3,20220414 - 164029
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220414 - 164029
10,10000036,CCS DC 175kW (ultra),2,4,20220414 - 164012
11,10000036,CHAdeMO DC 75kW (fast),2,4,20220414 - 164013
12,10000037,CCS DC 175kW (ultra),1,2,20220414 - 164020
13,10000037,CHAdeMO DC 75kW (fast),1,2,20220414 - 164020
14,10000038,CCS DC 175kW (ultra),0,2,20220414 - 164027
15,10000038,CHAdeMO DC 75kW (fast),0,2,20220414 - 164027
16,10000039,CCS DC 175kW (ultra),1,4,20220414 - 164015
17,10000039,CHAdeMO DC 75kW (fast),1,4,20220414 - 164015
18,10000040,CCS DC 175kW (ultra),2,3,20220414 - 164020
19,10000040,CHAdeMO DC 75kW (fast),2,3,20220414 - 164020
20,10000041,CCS DC 175kW (ultra),0,4,20220414 - 164026
21,10000041,CHAdeMO DC 75kW (fast),0,4,20220414 - 164026
22,10000042,CCS DC 175kW (ultra),3,3,20220414 - 164013
23,10000042,CHAdeMO DC 75kW (fast),3,3,20220414 - 164013
24,10000043,CCS DC 175kW (ultra),3,4,20220414 - 164019
25,10000043,CHAdeMO DC 75kW (fast),3,4,20220414 - 164019
26,10000044,CCS DC 175kW (ultra),2,4,20220414 - 164025
27,10000044,CHAdeMO DC 75kW (fast),2,4,20220414 - 164025
28,10000045,CCS DC 150kW (ultra),0,2,20220414 - 164014
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220414 - 164014
30,10000047,CCS DC 175kW (ultra),2,4,20220414 - 164022
31,10000047,CHAdeMO DC 75kW (fast),2,4,20220414 - 164022
32,10000049,CCS DC 175kW (ultra),3,4,20220414 - 164028
33,10000049,CHAdeMO DC 75kW (fast),3,4,20220414 - 164028
34,10000086,CCS DC 175kW (ultra),4,4,20220414 - 164018
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220414 - 164018
36,10000086,CCS DC 175kW (ultra),4,4,20220414 - 164018
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220414 - 164018
38,10000257,CCS DC 175kW (ultra),1,1,20220414 - 164026
39,10000257,CHAdeMO DC 75kW (fast),1,1,20220414 - 164026
