,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),1,4,20220421 - 092011
1,12320,CCS DC 150kW (ultra),1,4,20220421 - 092017
2,12949,CCS DC 150kW (ultra),11,16,20220421 - 092023
3,12950,CCS DC 150kW (ultra),3,8,20220421 - 092012
4,10000034,CCS DC 175kW (ultra),2,2,20220421 - 092020
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220421 - 092020
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220421 - 092020
7,10000035,CCS DC 270kW (ultra),2,6,20220421 - 092026
8,10000035,CHAdeMO DC 62.5kW (fast),2,3,20220421 - 092027
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220421 - 092027
10,10000036,CCS DC 175kW (ultra),4,4,20220421 - 092014
11,10000036,CHAdeMO DC 75kW (fast),4,4,20220421 - 092014
12,10000037,CCS DC 175kW (ultra),2,2,20220421 - 092021
13,10000037,CHAdeMO DC 75kW (fast),2,2,20220421 - 092021
14,10000038,CCS DC 175kW (ultra),0,2,20220421 - 092028
15,10000038,CHAdeMO DC 75kW (fast),0,2,20220421 - 092028
16,10000039,CCS DC 175kW (ultra),3,4,20220421 - 092012
17,10000039,CHAdeMO DC 75kW (fast),3,4,20220421 - 092012
18,10000040,CCS DC 175kW (ultra),3,3,20220421 - 092017
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220421 - 092017
20,10000041,CCS DC 175kW (ultra),2,3,20220421 - 092022
21,10000041,CHAdeMO DC 75kW (fast),2,3,20220421 - 092022
22,10000042,CCS DC 175kW (ultra),0,3,20220421 - 092012
23,10000042,CHAdeMO DC 75kW (fast),0,3,20220421 - 092012
24,10000043,CCS DC 175kW (ultra),4,4,20220421 - 092016
25,10000043,CHAdeMO DC 75kW (fast),4,4,20220421 - 092016
26,10000044,CCS DC 175kW (ultra),4,4,20220421 - 092021
27,10000044,CHAdeMO DC 75kW (fast),4,4,20220421 - 092021
28,10000045,CCS DC 150kW (ultra),0,2,20220421 - 092012
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220421 - 092012
30,10000047,CCS DC 175kW (ultra),4,4,20220421 - 092017
31,10000047,CHAdeMO DC 75kW (fast),4,4,20220421 - 092017
32,10000049,CCS DC 175kW (ultra),4,4,20220421 - 092025
33,10000049,CHAdeMO DC 75kW (fast),4,4,20220421 - 092026
34,10000086,CCS DC 175kW (ultra),4,4,20220421 - 092023
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220421 - 092024
36,10000086,CCS DC 175kW (ultra),4,4,20220421 - 092023
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220421 - 092024
38,10000257,CCS DC 175kW (ultra),0,1,20220421 - 092028
39,10000257,CHAdeMO DC 75kW (fast),0,1,20220421 - 092028
