,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),1,4,20220406 - 134013
1,12320,CCS DC 150kW (ultra),1,4,20220406 - 134018
2,12949,CCS DC 150kW (ultra),1,16,20220406 - 134022
3,12950,CCS DC 150kW (ultra),3,8,20220406 - 134012
4,10000034,CCS DC 175kW (ultra),1,2,20220406 - 134018
5,10000034,CHAdeMO DC 75kW (fast),0,1,20220406 - 134018
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220406 - 134019
7,10000035,CCS DC 270kW (ultra),2,7,20220406 - 134028
8,10000035,CHAdeMO DC 62.5kW (fast),1,4,20220406 - 134028
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220406 - 134028
10,10000036,CCS DC 175kW (ultra),1,4,20220406 - 134019
11,10000036,CHAdeMO DC 75kW (fast),1,4,20220406 - 134020
12,10000037,CCS DC 175kW (ultra),1,2,20220406 - 134025
13,10000037,CHAdeMO DC 75kW (fast),1,2,20220406 - 134025
14,10000038,CCS DC 175kW (ultra),0,2,20220406 - 134028
15,10000038,CHAdeMO DC 75kW (fast),0,2,20220406 - 134029
16,10000039,CCS DC 175kW (ultra),3,4,20220406 - 134015
17,10000039,CHAdeMO DC 75kW (fast),3,4,20220406 - 134015
18,10000040,CCS DC 175kW (ultra),3,3,20220406 - 134021
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220406 - 134021
20,10000041,CCS DC 175kW (ultra),3,4,20220406 - 134026
21,10000041,CHAdeMO DC 75kW (fast),3,4,20220406 - 134026
22,10000042,CCS DC 175kW (ultra),3,3,20220406 - 134014
23,10000042,CHAdeMO DC 75kW (fast),3,3,20220406 - 134014
24,10000043,CCS DC 175kW (ultra),4,4,20220406 - 134018
25,10000043,CHAdeMO DC 75kW (fast),4,4,20220406 - 134018
26,10000044,CCS DC 175kW (ultra),2,4,20220406 - 134022
27,10000044,CHAdeMO DC 75kW (fast),2,4,20220406 - 134022
28,10000045,CCS DC 150kW (ultra),0,2,20220406 - 134013
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220406 - 134013
30,10000047,CCS DC 175kW (ultra),4,4,20220406 - 134019
31,10000047,CHAdeMO DC 75kW (fast),4,4,20220406 - 134020
32,10000049,CCS DC 175kW (ultra),4,4,20220406 - 134027
33,10000049,CHAdeMO DC 75kW (fast),4,4,20220406 - 134027
34,10000086,CCS DC 175kW (ultra),4,4,20220406 - 134018
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220406 - 134018
36,10000086,CCS DC 175kW (ultra),4,4,20220406 - 134018
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220406 - 134018
38,10000257,CCS DC 175kW (ultra),1,1,20220406 - 134026
39,10000257,CHAdeMO DC 75kW (fast),1,1,20220406 - 134026
