,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),1,4,20220402 - 155014
1,12320,CCS DC 150kW (ultra),0,4,20220402 - 155019
2,12949,CCS DC 150kW (ultra),5,16,20220402 - 155023
3,12950,CCS DC 150kW (ultra),6,8,20220402 - 155018
4,10000034,CCS DC 175kW (ultra),2,2,20220402 - 155023
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220402 - 155023
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220402 - 155023
7,10000035,CCS DC 270kW (ultra),1,7,20220402 - 155028
8,10000035,CHAdeMO DC 62.5kW (fast),1,4,20220402 - 155028
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220402 - 155028
10,10000036,CCS DC 175kW (ultra),1,4,20220402 - 155016
11,10000036,CHAdeMO DC 75kW (fast),1,4,20220402 - 155016
12,10000037,CCS DC 175kW (ultra),0,2,20220402 - 155024
13,10000037,CHAdeMO DC 75kW (fast),0,2,20220402 - 155024
14,10000038,CCS DC 175kW (ultra),0,2,20220402 - 155029
15,10000038,CHAdeMO DC 75kW (fast),0,2,20220402 - 155029
16,10000039,CCS DC 175kW (ultra),1,4,20220402 - 155014
17,10000039,CHAdeMO DC 75kW (fast),1,4,20220402 - 155014
18,10000040,CCS DC 175kW (ultra),3,3,20220402 - 155020
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220402 - 155020
20,10000041,CCS DC 175kW (ultra),3,4,20220402 - 155030
21,10000041,CHAdeMO DC 75kW (fast),3,4,20220402 - 155030
22,10000042,CCS DC 175kW (ultra),2,3,20220402 - 155014
23,10000042,CHAdeMO DC 75kW (fast),2,3,20220402 - 155014
24,10000043,CCS DC 175kW (ultra),4,4,20220402 - 155019
25,10000043,CHAdeMO DC 75kW (fast),4,4,20220402 - 155019
26,10000044,CCS DC 175kW (ultra),3,4,20220402 - 155024
27,10000044,CHAdeMO DC 75kW (fast),3,4,20220402 - 155024
28,10000045,CCS DC 150kW (ultra),0,2,20220402 - 155018
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220402 - 155019
30,10000047,CCS DC 175kW (ultra),3,4,20220402 - 155026
31,10000047,CHAdeMO DC 75kW (fast),3,4,20220402 - 155026
32,10000049,CCS DC 175kW (ultra),4,4,20220402 - 155032
33,10000049,CHAdeMO DC 75kW (fast),4,4,20220402 - 155032
34,10000086,CCS DC 175kW (ultra),4,4,20220402 - 155018
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220402 - 155018
36,10000086,CCS DC 175kW (ultra),4,4,20220402 - 155018
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220402 - 155018
38,10000257,CCS DC 175kW (ultra),1,1,20220402 - 155026
39,10000257,CHAdeMO DC 75kW (fast),1,1,20220402 - 155026
